movie_id,customer_id,rating,date,split
490,537,3.0,2000-05-06,val
31,537,4.0,2000-05-06,train
885,537,5.0,2000-05-06,train
971,537,1.0,2000-05-06,train
938,537,5.0,2000-05-06,train
881,252,4.0,2000-05-14,val
195,537,4.0,2000-05-16,val
470,697,1.0,2000-05-20,train
65,64,4.0,2000-05-28,val
934,64,3.0,2000-05-28,train
695,64,5.0,2000-05-28,val
275,64,3.0,2000-05-28,train
843,64,5.0,2000-05-28,train
979,64,4.0,2000-05-28,train
938,64,5.0,2000-05-28,train
319,64,4.0,2000-05-28,train
261,64,4.0,2000-05-28,train
507,64,4.0,2000-05-28,train
537,64,3.0,2000-05-28,train
928,64,3.0,2000-05-28,val
38,64,3.0,2000-05-28,train
859,64,3.0,2000-05-28,train
337,64,4.0,2000-05-28,val
677,64,4.0,2000-05-28,train
182,64,2.0,2000-05-28,train
832,64,5.0,2000-05-28,train
272,64,3.0,2000-05-28,train
23,64,4.0,2000-05-28,train
913,64,4.0,2000-05-28,val
631,64,4.0,2000-05-28,val
797,64,2.0,2000-05-28,train
302,64,4.0,2000-05-28,train
971,64,2.0,2000-05-28,train
363,622,4.0,2000-06-01,train
956,622,5.0,2000-06-01,train
938,622,4.0,2000-06-01,train
403,622,4.0,2000-06-01,val
956,133,4.0,2000-06-02,val
408,252,4.0,2000-06-04,train
824,537,5.0,2000-06-08,train
848,132,3.0,2000-06-12,train
182,132,5.0,2000-06-12,val
470,132,4.0,2000-06-12,train
913,132,4.0,2000-06-12,train
981,132,3.0,2000-06-12,train
482,132,5.0,2000-06-12,train
449,132,2.0,2000-06-12,train
396,132,4.0,2000-06-12,val
72,132,5.0,2000-06-12,train
885,132,5.0,2000-06-17,train
629,132,4.0,2000-06-17,train
74,132,4.0,2000-06-17,val
776,132,5.0,2000-06-17,train
866,132,4.0,2000-06-17,train
463,132,4.0,2000-06-17,train
9,132,5.0,2000-06-17,train
73,132,3.0,2000-06-17,train
831,132,5.0,2000-06-17,train
956,132,4.0,2000-06-17,val
938,132,4.0,2000-06-17,train
805,132,2.0,2000-06-17,train
937,784,4.0,2000-06-20,train
221,784,4.0,2000-06-20,val
617,784,2.0,2000-06-20,train
182,828,4.0,2000-06-27,val
450,828,4.0,2000-06-27,train
848,828,3.0,2000-06-27,train
470,828,5.0,2000-06-27,train
99,828,4.0,2000-06-27,train
971,132,3.0,2000-06-27,train
139,828,4.0,2000-06-27,train
129,132,2.0,2000-06-27,train
72,828,4.0,2000-06-27,train
396,828,5.0,2000-06-27,val
631,828,3.0,2000-06-27,train
507,132,3.0,2000-06-27,train
537,132,3.0,2000-06-27,train
928,132,1.0,2000-06-27,train
490,828,4.0,2000-06-27,train
650,132,4.0,2000-06-27,val
128,784,5.0,2000-06-29,train
377,784,4.0,2000-06-29,train
956,828,5.0,2000-06-30,val
720,828,5.0,2000-07-01,train
938,828,4.0,2000-07-01,train
549,828,1.0,2000-07-01,train
737,828,2.0,2000-07-01,train
150,828,1.0,2000-07-01,train
31,828,4.0,2000-07-01,train
296,828,2.0,2000-07-01,train
319,828,3.0,2000-07-01,train
74,828,4.0,2000-07-01,train
676,828,3.0,2000-07-01,train
476,828,5.0,2000-07-01,train
163,515,5.0,2000-07-02,train
337,57,3.0,2000-07-03,train
771,57,3.0,2000-07-03,train
981,57,2.0,2000-07-03,train
38,57,5.0,2000-07-03,train
319,57,5.0,2000-07-03,train
938,57,3.0,2000-07-03,val
367,57,4.0,2000-07-03,train
913,57,3.0,2000-07-03,train
128,57,2.0,2000-07-03,train
979,57,3.0,2000-07-03,train
629,57,5.0,2000-07-03,val
537,57,2.0,2000-07-03,val
182,57,2.0,2000-07-03,train
129,57,2.0,2000-07-03,train
971,57,3.0,2000-07-03,train
744,57,3.0,2000-07-03,train
843,57,5.0,2000-07-04,train
72,252,5.0,2000-07-04,val
554,252,3.0,2000-07-04,val
537,784,5.0,2000-07-08,train
13,784,3.0,2000-07-08,train
129,784,4.0,2000-07-08,train
778,784,2.0,2000-07-08,train
134,515,3.0,2000-07-10,train
896,57,4.0,2000-07-11,train
792,57,5.0,2000-07-11,val
192,57,3.0,2000-07-11,train
934,57,4.0,2000-07-11,train
344,57,5.0,2000-07-11,train
275,57,5.0,2000-07-11,train
57,57,3.0,2000-07-11,train
555,57,4.0,2000-07-11,train
164,57,5.0,2000-07-11,val
499,57,4.0,2000-07-12,val
735,57,5.0,2000-07-12,train
463,57,5.0,2000-07-12,train
313,57,4.0,2000-07-12,train
538,57,3.0,2000-07-12,train
691,57,4.0,2000-07-12,train
840,57,3.0,2000-07-12,train
479,57,4.0,2000-07-12,train
396,167,4.0,2000-07-14,val
913,167,4.0,2000-07-14,train
450,167,4.0,2000-07-14,train
565,167,4.0,2000-07-14,train
956,167,5.0,2000-07-14,train
221,252,3.0,2000-07-17,train
629,312,5.0,2000-07-21,val
555,312,4.0,2000-07-21,train
403,167,4.0,2000-07-31,train
23,167,4.0,2000-07-31,train
38,167,5.0,2000-07-31,train
104,167,4.0,2000-07-31,train
658,167,4.0,2000-07-31,train
737,167,4.0,2000-07-31,train
8,252,4.0,2000-08-05,train
482,252,2.0,2000-08-10,val
895,252,3.0,2000-08-10,train
138,252,3.0,2000-08-10,train
771,252,4.0,2000-08-10,train
72,133,3.0,2000-08-11,train
832,56,4.0,2000-08-14,val
946,56,5.0,2000-08-14,train
956,56,5.0,2000-08-14,train
913,56,3.0,2000-08-14,train
797,56,3.0,2000-08-14,val
420,56,3.0,2000-08-14,train
895,56,1.0,2000-08-14,train
959,448,5.0,2000-08-15,train
956,448,5.0,2000-08-15,train
337,448,5.0,2000-08-15,train
74,133,3.0,2000-08-18,train
463,12,5.0,2000-08-19,train
956,697,5.0,2000-08-27,train
971,167,3.0,2000-09-02,train
507,167,4.0,2000-09-02,val
437,167,4.0,2000-09-02,val
138,167,5.0,2000-09-02,val
740,312,3.0,2000-09-03,train
881,312,3.0,2000-09-03,train
221,312,3.0,2000-09-03,train
808,312,3.0,2000-09-03,train
470,312,4.0,2000-09-03,val
618,133,5.0,2000-09-05,train
528,133,3.0,2000-09-09,train
895,133,2.0,2000-09-09,train
450,133,3.0,2000-09-09,train
470,133,2.0,2000-09-09,train
337,133,4.0,2000-09-09,train
8,133,2.0,2000-09-09,train
946,133,3.0,2000-09-09,train
363,133,2.0,2000-09-09,train
420,133,3.0,2000-09-09,train
843,622,5.0,2000-09-17,val
159,622,4.0,2000-09-17,train
184,622,4.0,2000-09-17,val
808,622,3.0,2000-09-17,train
296,622,1.0,2000-09-17,train
38,622,5.0,2000-09-17,val
538,132,1.0,2000-09-18,train
555,132,5.0,2000-09-18,train
65,655,2.0,2000-09-21,train
537,655,4.0,2000-09-21,train
337,655,5.0,2000-09-21,val
913,655,5.0,2000-09-21,train
470,655,3.0,2000-09-21,train
938,655,2.0,2000-09-21,train
895,655,3.0,2000-09-21,train
617,655,3.0,2000-09-21,train
186,655,3.0,2000-09-21,val
695,655,2.0,2000-09-21,train
305,655,1.0,2000-09-21,train
631,655,4.0,2000-09-21,train
377,448,5.0,2000-09-27,val
946,448,3.0,2000-09-27,train
850,448,4.0,2000-09-27,train
450,515,3.0,2000-09-30,val
808,515,3.0,2000-09-30,train
470,515,4.0,2000-09-30,train
618,622,5.0,2000-10-03,train
221,622,2.0,2000-10-03,train
183,622,3.0,2000-10-03,val
261,622,3.0,2000-10-03,train
195,622,3.0,2000-10-03,train
450,622,2.0,2000-10-03,train
881,791,3.0,2000-10-05,train
575,791,2.0,2000-10-05,val
808,133,2.0,2000-10-08,val
69,133,3.0,2000-10-08,train
495,312,4.0,2000-10-09,train
184,133,3.0,2000-10-20,val
470,633,4.0,2000-10-31,train
69,633,4.0,2000-10-31,train
72,633,2.0,2000-10-31,train
629,633,4.0,2000-10-31,train
23,633,3.0,2000-10-31,train
956,633,5.0,2000-10-31,val
946,132,4.0,2000-11-05,train
554,132,3.0,2000-11-05,train
337,132,3.0,2000-11-05,val
69,132,4.0,2000-11-05,train
106,515,4.0,2000-11-07,train
411,515,3.0,2000-11-07,train
715,515,5.0,2000-11-09,train
377,601,4.0,2000-11-11,train
956,601,5.0,2000-11-11,val
189,601,3.0,2000-11-11,train
728,601,2.0,2000-11-11,train
420,601,4.0,2000-11-11,train
537,601,4.0,2000-11-11,train
881,601,4.0,2000-11-11,train
404,601,3.0,2000-11-11,train
72,601,4.0,2000-11-11,train
928,601,3.0,2000-11-11,train
437,601,4.0,2000-11-11,train
631,601,3.0,2000-11-11,train
618,601,5.0,2000-11-11,train
13,601,4.0,2000-11-11,train
938,601,3.0,2000-11-11,train
482,601,2.0,2000-11-11,train
449,601,4.0,2000-11-11,train
163,601,5.0,2000-11-11,train
221,601,5.0,2000-11-11,train
186,601,3.0,2000-11-11,train
618,633,5.0,2000-11-18,val
979,633,3.0,2000-11-18,train
805,57,5.0,2000-11-23,train
722,57,3.0,2000-11-23,train
437,828,4.0,2000-11-23,val
661,828,1.0,2000-11-23,train
69,828,5.0,2000-11-23,train
401,57,4.0,2000-11-23,train
552,828,1.0,2000-11-23,train
138,828,4.0,2000-11-23,val
956,57,4.0,2000-11-23,val
104,622,4.0,2000-11-25,train
552,515,5.0,2000-11-25,val
295,622,3.0,2000-11-25,train
275,622,3.0,2000-11-25,train
31,622,3.0,2000-11-25,train
915,622,3.0,2000-11-25,train
23,622,3.0,2000-11-25,val
746,133,3.0,2000-11-25,train
470,622,5.0,2000-11-25,train
337,622,3.0,2000-11-25,val
676,622,3.0,2000-11-25,train
979,515,3.0,2000-11-25,train
552,622,3.0,2000-11-25,val
48,622,4.0,2000-11-25,train
737,622,4.0,2000-11-25,train
15,622,3.0,2000-11-25,train
824,622,4.0,2000-11-25,val
546,622,3.0,2000-11-25,train
691,622,2.0,2000-11-25,val
221,515,2.0,2000-11-25,val
428,515,5.0,2000-11-25,train
956,420,4.0,2000-11-26,train
866,420,2.0,2000-11-26,train
356,420,5.0,2000-11-26,train
629,420,4.0,2000-11-26,train
938,420,4.0,2000-11-26,train
776,791,4.0,2000-11-27,val
195,791,3.0,2000-11-27,val
629,791,5.0,2000-11-27,train
956,791,5.0,2000-11-27,train
23,791,4.0,2000-11-27,train
631,791,4.0,2000-11-27,train
946,622,1.0,2000-11-30,train
134,133,4.0,2000-12-01,train
905,633,4.0,2000-12-01,val
74,633,5.0,2000-12-01,train
163,133,3.0,2000-12-03,val
881,832,5.0,2000-12-09,train
911,832,4.0,2000-12-09,train
8,167,4.0,2000-12-12,train
480,167,5.0,2000-12-12,train
295,167,4.0,2000-12-12,train
557,167,5.0,2000-12-12,train
337,167,4.0,2000-12-12,train
895,167,4.0,2000-12-12,train
495,167,4.0,2000-12-12,train
420,167,3.0,2000-12-12,val
401,167,2.0,2000-12-12,train
308,167,4.0,2000-12-12,val
618,312,5.0,2000-12-14,val
134,312,4.0,2000-12-14,val
83,312,4.0,2000-12-15,val
629,601,4.0,2000-12-23,val
473,601,4.0,2000-12-23,train
807,601,4.0,2000-12-23,train
688,601,4.0,2000-12-23,train
821,601,4.0,2000-12-23,train
195,601,4.0,2000-12-23,train
569,601,4.0,2000-12-23,train
403,601,4.0,2000-12-23,train
492,601,5.0,2000-12-23,train
183,601,4.0,2000-12-23,train
830,601,4.0,2000-12-23,val
463,601,5.0,2000-12-23,train
819,828,2.0,2000-12-27,train
261,746,3.0,2000-12-28,train
938,746,3.0,2000-12-28,val
31,746,3.0,2000-12-28,train
895,746,3.0,2000-12-28,train
695,746,2.0,2000-12-28,train
808,746,4.0,2000-12-28,val
911,746,2.0,2000-12-28,val
470,746,2.0,2000-12-28,train
450,746,3.0,2000-12-28,val
310,746,3.0,2000-12-28,train
507,746,3.0,2000-12-28,train
538,746,2.0,2000-12-29,train
337,746,2.0,2000-12-29,train
524,746,3.0,2000-12-29,train
971,746,2.0,2000-12-29,train
302,746,3.0,2000-12-29,val
15,746,4.0,2000-12-29,val
38,746,4.0,2000-12-29,train
805,746,5.0,2000-12-29,train
411,746,4.0,2000-12-29,val
319,746,5.0,2000-12-29,train
104,746,3.0,2000-12-29,train
683,746,2.0,2000-12-29,train
832,746,3.0,2000-12-29,train
184,746,4.0,2000-12-29,train
163,746,3.0,2000-12-29,val
305,746,2.0,2000-12-29,train
449,746,4.0,2000-12-29,train
725,746,3.0,2000-12-29,val
785,746,3.0,2000-12-29,train
555,515,4.0,2000-12-29,train
843,746,4.0,2000-12-29,val
396,746,2.0,2000-12-29,train
824,746,3.0,2000-12-29,train
449,515,4.0,2000-12-29,train
923,828,5.0,2000-12-29,train
629,746,5.0,2000-12-29,val
363,746,5.0,2000-12-29,train
470,420,2.0,2000-12-30,train
631,420,5.0,2000-12-30,train
74,167,4.0,2000-12-31,train
684,167,5.0,2000-12-31,train
499,167,4.0,2000-12-31,val
691,167,5.0,2000-12-31,train
832,601,3.0,2001-01-02,val
938,633,4.0,2001-01-03,train
487,448,4.0,2001-01-03,val
296,633,3.0,2001-01-03,train
969,746,4.0,2001-01-03,train
999,746,3.0,2001-01-03,train
832,633,4.0,2001-01-03,train
202,746,4.0,2001-01-03,train
555,633,5.0,2001-01-03,train
705,633,2.0,2001-01-03,train
261,633,4.0,2001-01-03,train
385,746,4.0,2001-01-03,train
776,633,4.0,2001-01-03,train
549,746,4.0,2001-01-03,train
396,633,3.0,2001-01-03,train
104,633,4.0,2001-01-03,val
450,633,4.0,2001-01-03,train
804,746,4.0,2001-01-03,val
691,633,3.0,2001-01-03,train
220,746,5.0,2001-01-03,train
737,746,4.0,2001-01-03,train
831,633,4.0,2001-01-03,train
38,633,4.0,2001-01-03,train
449,633,3.0,2001-01-03,val
134,633,5.0,2001-01-03,train
328,784,2.0,2001-01-04,train
881,784,2.0,2001-01-04,train
319,515,4.0,2001-01-04,val
776,113,4.0,2001-01-07,train
396,113,5.0,2001-01-07,val
575,113,3.0,2001-01-07,train
296,113,3.0,2001-01-07,train
482,57,2.0,2001-01-07,val
726,113,5.0,2001-01-07,train
507,113,5.0,2001-01-07,train
319,113,5.0,2001-01-07,train
31,113,5.0,2001-01-07,train
163,113,2.0,2001-01-07,train
617,113,4.0,2001-01-07,train
470,113,3.0,2001-01-07,train
677,57,4.0,2001-01-07,train
656,113,2.0,2001-01-07,train
302,113,1.0,2001-01-07,train
261,113,4.0,2001-01-07,train
742,57,4.0,2001-01-07,train
881,113,2.0,2001-01-07,train
184,57,4.0,2001-01-07,val
38,113,3.0,2001-01-07,train
848,113,5.0,2001-01-07,train
188,57,4.0,2001-01-07,val
896,113,2.0,2001-01-07,val
956,113,4.0,2001-01-07,train
490,113,5.0,2001-01-07,train
310,113,3.0,2001-01-07,train
728,132,3.0,2001-01-07,train
805,113,3.0,2001-01-07,train
928,113,3.0,2001-01-07,train
72,113,3.0,2001-01-07,train
134,113,4.0,2001-01-07,train
538,113,2.0,2001-01-07,val
450,113,1.0,2001-01-07,val
895,113,3.0,2001-01-07,train
129,113,3.0,2001-01-07,train
913,181,2.0,2001-01-08,val
74,181,4.0,2001-01-08,train
695,181,4.0,2001-01-08,train
537,245,4.0,2001-01-08,train
896,245,3.0,2001-01-08,val
848,245,4.0,2001-01-08,train
956,181,4.0,2001-01-08,val
182,245,4.0,2001-01-08,train
702,245,4.0,2001-01-08,val
74,245,4.0,2001-01-08,train
470,245,4.0,2001-01-08,train
134,132,5.0,2001-01-09,train
695,420,3.0,2001-01-10,train
538,420,3.0,2001-01-10,train
656,420,4.0,2001-01-10,train
479,132,1.0,2001-01-11,train
629,515,3.0,2001-01-11,train
776,515,4.0,2001-01-11,train
31,515,3.0,2001-01-11,train
575,132,1.0,2001-01-11,train
591,746,4.0,2001-01-11,train
656,515,2.0,2001-01-11,val
448,132,3.0,2001-01-11,train
137,132,3.0,2001-01-11,val
411,113,4.0,2001-01-13,val
401,420,2.0,2001-01-13,train
981,420,3.0,2001-01-13,val
261,420,4.0,2001-01-13,val
69,113,5.0,2001-01-13,val
137,420,5.0,2001-01-13,train
805,420,5.0,2001-01-13,train
913,420,5.0,2001-01-13,train
449,420,4.0,2001-01-13,train
528,601,4.0,2001-01-13,val
396,158,3.0,2001-01-16,train
695,158,3.0,2001-01-16,train
938,113,4.0,2001-01-16,train
805,158,4.0,2001-01-16,train
448,113,4.0,2001-01-16,train
658,113,5.0,2001-01-16,train
905,113,4.0,2001-01-16,train
555,158,3.0,2001-01-16,val
656,158,1.0,2001-01-16,val
650,245,4.0,2001-01-16,train
137,158,2.0,2001-01-16,train
31,158,3.0,2001-01-16,train
449,158,1.0,2001-01-16,train
873,245,3.0,2001-01-16,val
918,12,3.0,2001-01-17,train
983,12,3.0,2001-01-17,train
495,12,4.0,2001-01-17,train
618,12,4.0,2001-01-17,val
163,12,3.0,2001-01-17,train
284,633,4.0,2001-01-18,val
129,420,4.0,2001-01-18,train
507,420,4.0,2001-01-18,val
65,420,1.0,2001-01-18,train
575,420,2.0,2001-01-18,train
928,420,1.0,2001-01-18,train
337,420,5.0,2001-01-18,train
790,420,3.0,2001-01-18,train
450,420,4.0,2001-01-18,train
771,420,1.0,2001-01-18,train
832,420,4.0,2001-01-18,train
134,420,5.0,2001-01-18,train
971,420,4.0,2001-01-18,val
656,245,2.0,2001-01-19,train
31,245,3.0,2001-01-19,train
411,622,4.0,2001-01-22,train
434,622,4.0,2001-01-22,train
319,622,5.0,2001-01-22,train
969,622,4.0,2001-01-22,train
575,622,2.0,2001-01-22,train
128,448,4.0,2001-01-23,train
97,12,3.0,2001-01-24,train
13,420,2.0,2001-01-24,train
618,791,5.0,2001-01-25,train
372,791,4.0,2001-01-25,train
617,791,3.0,2001-01-25,train
543,828,5.0,2001-01-25,train
507,130,3.0,2001-01-28,train
127,130,1.0,2001-01-28,train
981,130,4.0,2001-01-28,train
13,130,3.0,2001-01-28,train
137,130,4.0,2001-01-28,val
31,130,4.0,2001-01-28,train
186,130,2.0,2001-01-28,train
538,130,1.0,2001-01-28,train
528,130,2.0,2001-01-28,val
805,130,4.0,2001-01-28,train
302,130,3.0,2001-01-28,train
656,130,1.0,2001-01-28,train
778,130,3.0,2001-01-28,train
192,130,2.0,2001-01-28,train
537,130,2.0,2001-01-28,val
163,130,5.0,2001-01-28,train
38,130,4.0,2001-01-28,train
449,130,3.0,2001-01-28,train
117,133,4.0,2001-01-30,train
53,113,4.0,2001-01-30,train
720,113,4.0,2001-01-30,train
444,133,3.0,2001-01-30,train
137,133,4.0,2001-01-30,val
337,191,3.0,2001-02-03,train
202,191,4.0,2001-02-03,train
351,191,1.0,2001-02-03,val
507,191,2.0,2001-02-03,train
450,191,4.0,2001-02-03,val
824,191,4.0,2001-02-03,train
69,191,4.0,2001-02-03,train
128,191,3.0,2001-02-03,train
575,191,4.0,2001-02-03,train
217,191,2.0,2001-02-03,train
735,191,3.0,2001-02-03,train
356,191,3.0,2001-02-03,train
344,191,3.0,2001-02-03,train
320,191,3.0,2001-02-03,val
652,191,4.0,2001-02-03,train
470,191,5.0,2001-02-03,train
482,191,2.0,2001-02-03,train
805,191,4.0,2001-02-03,train
309,191,1.0,2001-02-03,train
702,191,3.0,2001-02-03,train
701,191,2.0,2001-02-03,train
848,191,4.0,2001-02-03,val
835,191,5.0,2001-02-03,train
928,191,1.0,2001-02-03,train
946,191,4.0,2001-02-03,train
555,191,3.0,2001-02-03,val
437,655,2.0,2001-02-04,train
981,191,3.0,2001-02-04,train
118,191,3.0,2001-02-04,train
746,655,2.0,2001-02-04,train
946,655,4.0,2001-02-04,train
796,191,3.0,2001-02-04,train
739,167,3.0,2001-02-05,train
797,167,3.0,2001-02-05,train
575,832,5.0,2001-02-06,val
137,832,3.0,2001-02-06,train
656,832,5.0,2001-02-06,train
848,832,4.0,2001-02-06,val
537,832,2.0,2001-02-06,train
57,832,5.0,2001-02-06,train
805,832,5.0,2001-02-06,train
606,167,5.0,2001-02-06,train
337,832,4.0,2001-02-06,train
186,832,2.0,2001-02-06,train
557,832,5.0,2001-02-06,val
455,832,5.0,2001-02-06,val
160,167,3.0,2001-02-06,train
617,832,4.0,2001-02-06,train
956,832,5.0,2001-02-06,val
840,832,3.0,2001-02-06,train
344,832,5.0,2001-02-06,val
65,832,3.0,2001-02-06,train
726,832,4.0,2001-02-06,val
946,832,4.0,2001-02-06,train
31,832,5.0,2001-02-06,train
971,832,4.0,2001-02-06,train
305,832,4.0,2001-02-06,train
449,832,1.0,2001-02-06,train
735,832,5.0,2001-02-06,train
401,832,4.0,2001-02-06,val
981,832,3.0,2001-02-06,train
72,832,5.0,2001-02-06,train
810,832,5.0,2001-02-06,val
261,832,2.0,2001-02-06,train
192,832,5.0,2001-02-06,train
470,832,5.0,2001-02-06,train
507,832,5.0,2001-02-06,train
832,832,5.0,2001-02-06,train
396,832,4.0,2001-02-06,train
928,832,5.0,2001-02-06,train
206,832,5.0,2001-02-06,val
482,832,5.0,2001-02-06,train
377,832,4.0,2001-02-06,train
748,167,4.0,2001-02-06,val
528,832,1.0,2001-02-06,train
979,832,3.0,2001-02-06,train
48,130,4.0,2001-02-08,train
918,133,4.0,2001-02-10,train
769,746,4.0,2001-02-10,val
956,130,4.0,2001-02-13,train
913,133,3.0,2001-02-13,train
807,133,4.0,2001-02-13,train
818,133,3.0,2001-02-13,train
404,133,4.0,2001-02-13,train
470,509,5.0,2001-02-13,train
206,448,2.0,2001-02-13,train
449,133,4.0,2001-02-13,train
48,697,2.0,2001-02-14,train
492,697,3.0,2001-02-14,train
629,509,3.0,2001-02-14,train
472,697,1.0,2001-02-14,train
746,697,3.0,2001-02-14,train
197,697,3.0,2001-02-14,train
69,509,3.0,2001-02-15,val
575,509,1.0,2001-02-15,val
266,509,3.0,2001-02-15,train
555,622,2.0,2001-02-17,train
726,622,3.0,2001-02-17,train
695,622,4.0,2001-02-17,train
537,622,3.0,2001-02-17,train
163,622,4.0,2001-02-17,train
137,622,3.0,2001-02-17,train
134,622,5.0,2001-02-17,train
310,622,2.0,2001-02-17,train
913,622,2.0,2001-02-17,train
880,622,5.0,2001-02-17,train
656,622,4.0,2001-02-17,val
408,133,4.0,2001-02-19,val
771,791,2.0,2001-02-19,train
695,133,4.0,2001-02-19,train
843,130,4.0,2001-02-19,train
72,791,4.0,2001-02-19,train
805,791,5.0,2001-02-19,val
273,132,3.0,2001-02-19,train
538,791,1.0,2001-02-19,train
31,791,3.0,2001-02-19,train
319,130,3.0,2001-02-19,val
137,791,4.0,2001-02-19,train
275,130,3.0,2001-02-19,train
701,130,4.0,2001-02-19,train
77,130,2.0,2001-02-19,val
676,130,4.0,2001-02-19,train
746,585,3.0,2001-02-22,train
83,585,2.0,2001-02-22,train
163,585,4.0,2001-02-22,train
69,585,4.0,2001-02-22,val
444,585,2.0,2001-02-22,train
356,133,3.0,2001-02-23,train
53,141,4.0,2001-02-23,train
702,141,2.0,2001-02-24,train
437,420,4.0,2001-02-24,train
444,141,2.0,2001-02-27,val
656,746,4.0,2001-02-28,train
482,113,3.0,2001-03-02,train
895,448,3.0,2001-03-03,train
448,509,1.0,2001-03-04,train
302,509,3.0,2001-03-04,train
695,509,1.0,2001-03-04,train
261,509,3.0,2001-03-04,train
486,865,1.0,2001-03-05,train
628,746,4.0,2001-03-06,train
637,132,3.0,2001-03-08,train
444,448,3.0,2001-03-09,train
695,448,2.0,2001-03-09,train
543,191,2.0,2001-03-10,train
403,633,4.0,2001-03-10,train
880,191,3.0,2001-03-10,train
337,633,5.0,2001-03-10,train
773,191,2.0,2001-03-10,train
163,132,3.0,2001-03-11,train
918,585,4.0,2001-03-13,train
783,746,3.0,2001-03-13,train
250,585,1.0,2001-03-13,train
23,181,3.0,2001-03-14,train
726,181,3.0,2001-03-14,val
104,181,3.0,2001-03-14,train
448,181,4.0,2001-03-14,train
537,181,4.0,2001-03-14,train
629,181,4.0,2001-03-14,train
344,181,3.0,2001-03-14,train
470,181,3.0,2001-03-14,val
363,181,4.0,2001-03-14,val
575,181,3.0,2001-03-14,train
656,181,3.0,2001-03-14,val
182,181,2.0,2001-03-14,val
555,181,4.0,2001-03-14,train
